,Year_bp,StateAbbr_bp,StateDesc_bp,CityName_bp,GeographicLevel_bp,Category_bp,UniqueID_bp,Measure_bp,PopulationCount_bp,GeoLocation_bp,MeasureId_bp,Census Tract,Lat_bp,Lng_bp,Year_chol,StateAbbr_chol,StateDesc_chol,CityName_chol,GeographicLevel_chol,Category_chol,UniqueID_chol,Measure_chol,PopulationCount_chol,GeoLocation_chol,MeasureId_chol,Lat_chol,Lng_chol,Year_dbt,StateAbbr_dbt,StateDesc_dbt,CityName_dbt,GeographicLevel_dbt,Category_dbt,UniqueID_dbt,Measure_dbt,PopulationCount_dbt,GeoLocation_dbt,MeasureId_dbt,Lat_dbt,Lng_dbt,Year_obs,StateAbbr_obs,StateDesc_obs,CityName_obs,GeographicLevel_obs,Category_obs,UniqueID_obs,Measure_obs,PopulationCount_obs,GeoLocation_obs,MeasureId_obs,Lat_obs,Lng_obs,Total 18+ Population,Total 18+ Male Population,Total Male 18 to 24 years,Total Male 18 to 24 years Less than 9th grade,"Total Male 18 to 24 years 9th to 12th grade, no diploma",Total Male 18 to 24 years High school graduate,"Total Male 18 to 24 years Some college, no degree",Total Male 18 to 24 years Associate's degree,Total Male 18 to 24 years Bachelor's degree,Total Male 18 to 24 years Graduate or professional degree,Total Male 25 to 34 years,Total Male 25 to 34 years Less than 9th grade,"Total Male 25 to 34 years 9th to 12th grade, no diploma",Total Male 25 to 34 years High school graduate,"Total Male 25 to 34 years Some college, no degree",Total Male 25 to 34 years Associate's degree,Total Male 25 to 34 years Bachelor's degree,Total Male 25 to 34 years Graduate or professional degree,Total Male 35 to 44 years,Total Male 35 to 44 years Less than 9th grade,"Total Male 35 to 44 years 9th to 12th grade, no diploma",Total Male 35 to 44 years High school graduate,"Total Male 35 to 44 years Some college, no degree",Total Male 35 to 44 years Associate's degree,Total Male 35 to 44 years Bachelor's degree,Total Male 35 to 44 years Graduate or professional degree,Total Male 45 to 64 years,Total Male 45 to 64 years Less than 9th grade,"Total Male 45 to 64 years 9th to 12th grade, no diploma",Total Male 45 to 64 years High school graduate,"Total Male 45 to 64 years Some college, no degree",Total Male 45 to 64 years Associate's degree,Total Male 45 to 64 years Bachelor's degree,Total Male 45 to 64 years Graduate or professional degree,Total Male 65 years and over,Total Male 65 years and over Less than 9th grade,"Total Male 65 years and over 9th to 12th grade, no diploma",Total Male 65 years and over High school graduate,"Total Male 65 years and over Some college, no degree",Total Male 65 years and over Associate's degree,Total Male 65 years and over Bachelor's degree,Total Male 65 years and over Graduate or professional degree,Total 18+ Female Population,Total Female 18 to 24 years,Total Female 18 to 24 years Less than 9th grade,"Total Female 18 to 24 years 9th to 12th grade, no diploma",Total Female 18 to 24 years High school graduate,"Total Female 18 to 24 years Some college, no degree",Total Female 18 to 24 years Associate's degree,Total Female 18 to 24 years Bachelor's degree,Total Female 18 to 24 years Graduate or professional degree,Total Female 25 to 34 years,Total Female 25 to 34 years Less than 9th grade,"Total Female 25 to 34 years 9th to 12th grade, no diploma",Total Female 25 to 34 years High school graduate,"Total Female 25 to 34 years Some college, no degree",Total Female 25 to 34 years Associate's degree,Total Female 25 to 34 years Bachelor's degree,Total Female 25 to 34 years Graduate or professional degree,Total Female 35 to 44 years,Total Female 35 to 44 years Less than 9th grade,"Total Female 35 to 44 years 9th to 12th grade, no diploma",Total Female 35 to 44 years High school graduate,"Total Female 35 to 44 years Some college, no degree",Total Female 35 to 44 years Associate's degree,Total Female 35 to 44 years Bachelor's degree,Total Female 35 to 44 years Graduate or professional degree,Total Female 45 to 64 years,Total Female 45 to 64 years Less than 9th grade,"Total Female 45 to 64 years 9th to 12th grade, no diploma",Total Female 45 to 64 years High school graduate,"Total Female 45 to 64 years Some college, no degree",Total Female 45 to 64 years Associate's degree,Total Female 45 to 64 years Bachelor's degree,Total Female 45 to 64 years Graduate or professional degree,Total Female 65 years and over,Total Female 65 years and over Less than 9th grade,"Total Female 65 years and over 9th to 12th grade, no diploma",Total Female 65 years and over High school graduate,"Total Female 65 years and over Some college, no degree",Total Female 65 years and over Associate's degree,Total Female 65 years and over Bachelor's degree,Total Female 65 years and over Graduate or professional degree,GEO_ID_x,Total Households,"Income < $10,000","Income $10,000-$14,999","Income $15,000-$24,999","Income $25,000-$34,999","Income $35,000-$49,999","Income $50,000-$74,999","Income $75,000-$99,999","Income $100,000-$149,999","Income $150,000-$199,999","Income > $200,000",Median Income (dollars),Mean Income (dollars),GEO_ID_y,Total Population,Total Male,Total Female,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander population,Some Other Race Population,GEO_ID
10,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001845,High blood pressure among adults aged >=18 Years,3111,"(30.3924931419, -97.6904359465)",BPHIGH,48453001845,30.3924931419,-97.6904359465,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001845,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3111,"(30.3924931419, -97.6904359465)",HIGHCHOL,30.3924931419,-97.6904359465,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001845,Diagnosed diabetes among adults aged >=18 Years,"3,111","(30.3924931419, -97.6904359465)",DIABETES,30.3924931419,-97.6904359465,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001845,Obesity among adults aged >=18 Years,"3,111","(30.3924931419, -97.6904359465)",OBESITY,30.3924931419,-97.6904359465,2451,1277,156,0,5,19,32,79,21,0,407,0,0,77,153,28,91,58,233,7,0,0,76,22,108,20,324,0,1,58,77,0,106,82,157,0,0,9,37,19,48,44,1174,104,19,0,3,64,0,18,0,312,0,21,41,68,8,138,36,135,0,8,10,33,0,52,32,426,3,13,50,99,21,144,96,197,0,0,45,66,6,40,40,1400000,1389,3.5,5.7,5.8,7.9,14.5,18.0,12.0,21.5,10.4,0.7,63068,78503,1400000,2970,1451,1519,2645,64,0,223,0,69,1400000
11,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001914,High blood pressure among adults aged >=18 Years,5862,"(30.2536853912, -97.8331354066)",BPHIGH,48453001914,30.253685391199998,-97.8331354066,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001914,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5862,"(30.2536853912, -97.8331354066)",HIGHCHOL,30.253685391199998,-97.8331354066,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001914,Diagnosed diabetes among adults aged >=18 Years,"5,862","(30.2536853912, -97.8331354066)",DIABETES,30.253685391199998,-97.8331354066,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001914,Obesity among adults aged >=18 Years,"5,862","(30.2536853912, -97.8331354066)",OBESITY,30.253685391199998,-97.8331354066,5007,2331,192,0,17,65,100,0,0,10,449,0,12,50,68,14,252,53,530,0,19,13,83,12,219,184,923,26,0,94,111,32,350,310,237,0,0,15,18,0,90,114,2676,174,0,18,0,94,0,62,0,481,0,0,27,27,0,287,140,427,0,0,18,111,0,135,163,1088,17,0,76,239,58,342,356,506,42,0,77,137,29,102,119,1400000,2700,2.3,2.9,1.4,4.9,5.8,14.0,13.5,23.1,11.9,20.1,108088,152838,1400000,6426,3005,3421,5813,184,44,469,0,76,1400000
12,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001308,High blood pressure among adults aged >=18 Years,2670,"(30.2325448034, -97.7618787936)",BPHIGH,48453001308,30.232544803400003,-97.7618787936,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001308,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2670,"(30.2325448034, -97.7618787936)",HIGHCHOL,30.232544803400003,-97.7618787936,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001308,Diagnosed diabetes among adults aged >=18 Years,"2,670","(30.2325448034, -97.7618787936)",DIABETES,30.232544803400003,-97.7618787936,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001308,Obesity among adults aged >=18 Years,"2,670","(30.2325448034, -97.7618787936)",OBESITY,30.232544803400003,-97.7618787936,2681,1435,140,0,0,29,72,12,27,0,566,0,8,92,79,12,286,89,314,0,33,7,103,54,35,82,329,0,3,145,19,0,99,63,86,7,10,11,22,13,15,8,1246,144,0,15,9,20,0,100,0,483,0,0,22,31,30,330,70,251,25,0,19,84,0,51,72,280,9,9,63,81,7,76,35,88,26,0,30,0,0,15,17,1400000,1521,6.0,3.0,8.3,11.5,12.7,23.6,10.7,14.3,2.3,7.6,60185,74734,1400000,2926,1598,1328,2705,98,17,89,0,45,1400000
13,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001748,High blood pressure among adults aged >=18 Years,4954,"(30.1706708363, -97.8390678065)",BPHIGH,48453001748,30.1706708363,-97.8390678065,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001748,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4954,"(30.1706708363, -97.8390678065)",HIGHCHOL,30.1706708363,-97.8390678065,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001748,Diagnosed diabetes among adults aged >=18 Years,"4,954","(30.1706708363, -97.8390678065)",DIABETES,30.1706708363,-97.8390678065,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001748,Obesity among adults aged >=18 Years,"4,954","(30.1706708363, -97.8390678065)",OBESITY,30.1706708363,-97.8390678065,5438,2534,243,0,0,161,75,7,0,0,724,0,0,47,177,0,377,123,647,0,66,16,110,114,268,73,614,0,17,130,125,15,227,100,306,38,26,95,66,0,36,45,2904,278,0,34,125,86,0,33,0,948,0,12,196,115,0,470,155,610,0,11,101,151,34,192,121,781,0,0,118,56,190,196,221,287,5,18,76,97,14,41,36,1400000,2519,3.2,0.0,11.9,7.3,3.8,22.3,12.3,27.8,6.8,4.6,80593,91010,1400000,6880,3369,3511,6283,360,15,491,0,82,1400000
14,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001851,High blood pressure among adults aged >=18 Years,3,"(30.4600829163, -97.6701585646)",BPHIGH,48453001851,30.460082916300003,-97.67015856459999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001851,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3,"(30.4600829163, -97.6701585646)",HIGHCHOL,30.460082916300003,-97.67015856459999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001851,Diagnosed diabetes among adults aged >=18 Years,3,"(30.4600829163, -97.6701585646)",DIABETES,30.460082916300003,-97.67015856459999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001851,Obesity among adults aged >=18 Years,3,"(30.4600829163, -97.6701585646)",OBESITY,30.460082916300003,-97.67015856459999,7617,3445,213,0,21,40,88,0,64,0,982,50,0,31,135,167,522,77,905,16,0,170,252,0,374,93,1134,0,23,238,199,69,544,61,211,0,0,71,64,26,29,21,4172,474,0,41,131,218,0,42,42,952,0,0,177,252,49,308,166,872,0,0,124,205,75,318,150,1295,27,12,271,359,101,335,190,579,53,0,206,155,14,126,25,1400000,4396,4.1,2.9,8.1,6.6,11.5,21.7,15.8,17.6,7.3,4.4,66886,80984,1400000,9806,4624,5182,6038,2286,43,1063,0,665,1400000
15,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002316,High blood pressure among adults aged >=18 Years,4787,"(30.2354321878, -97.7280426107)",BPHIGH,48453002316,30.2354321878,-97.7280426107,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002316,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4787,"(30.2354321878, -97.7280426107)",HIGHCHOL,30.2354321878,-97.7280426107,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002316,Diagnosed diabetes among adults aged >=18 Years,"4,787","(30.2354321878, -97.7280426107)",DIABETES,30.2354321878,-97.7280426107,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002316,Obesity among adults aged >=18 Years,"4,787","(30.2354321878, -97.7280426107)",OBESITY,30.2354321878,-97.7280426107,3872,2317,350,31,11,117,123,0,68,0,1167,214,68,249,255,64,226,91,379,109,48,46,79,0,48,49,409,176,0,171,7,27,28,0,12,0,12,0,0,0,0,0,1555,290,39,0,113,99,23,12,4,775,38,104,46,77,191,300,19,205,31,37,18,47,21,51,0,224,65,60,62,18,0,19,0,61,25,26,10,0,0,0,0,1400000,2185,12.2,4.5,16.8,15.1,20.9,16.1,7.9,3.6,2.4,0.4,35516,45836,1400000,4944,2926,2018,3577,777,89,159,8,639,1400000
16,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002004,High blood pressure among adults aged >=18 Years,2191,"(30.2361336363, -97.7881708211)",BPHIGH,48453002004,30.2361336363,-97.78817082110001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002004,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2191,"(30.2361336363, -97.7881708211)",HIGHCHOL,30.2361336363,-97.78817082110001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002004,Diagnosed diabetes among adults aged >=18 Years,"2,191","(30.2361336363, -97.7881708211)",DIABETES,30.2361336363,-97.78817082110001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002004,Obesity among adults aged >=18 Years,"2,191","(30.2361336363, -97.7881708211)",OBESITY,30.2361336363,-97.78817082110001,2346,944,152,0,0,35,83,0,34,0,459,0,7,19,124,15,205,89,156,0,0,0,20,8,93,35,177,20,0,13,42,0,87,15,0,0,0,0,0,0,0,0,1402,181,0,0,38,74,28,41,0,576,0,7,59,20,37,378,75,322,0,0,0,113,0,134,75,219,0,0,69,44,0,28,78,104,0,44,0,22,0,20,18,1400000,1684,9.8,4.8,12.4,14.5,13.7,20.9,9.7,9.0,2.4,2.9,45647,65413,1400000,2457,1026,1431,2168,193,42,190,0,30,1400000
17,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001755,High blood pressure among adults aged >=18 Years,5615,"(30.4091796804, -97.7784833883)",BPHIGH,48453001755,30.4091796804,-97.7784833883,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001755,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5615,"(30.4091796804, -97.7784833883)",HIGHCHOL,30.4091796804,-97.7784833883,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001755,Diagnosed diabetes among adults aged >=18 Years,"5,615","(30.4091796804, -97.7784833883)",DIABETES,30.4091796804,-97.7784833883,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001755,Obesity among adults aged >=18 Years,"5,615","(30.4091796804, -97.7784833883)",OBESITY,30.4091796804,-97.7784833883,4529,2254,117,0,15,58,37,0,7,0,153,0,0,11,16,9,70,47,379,0,0,10,41,0,141,187,1229,0,0,0,74,8,322,825,376,10,9,8,16,8,161,164,2275,64,0,18,15,25,0,6,0,169,0,0,9,14,0,84,62,464,0,0,19,42,0,104,299,1198,0,0,59,114,30,446,549,380,26,7,36,88,0,130,93,1400000,2095,1.6,2.5,1.4,3.5,3.5,4.5,8.6,13.6,16.3,44.5,172250,204377,1400000,6214,3074,3140,4045,78,33,2213,0,7,1400000
18,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001828,High blood pressure among adults aged >=18 Years,3943,"(30.4215882992, -97.7237244649)",BPHIGH,48453001828,30.4215882992,-97.7237244649,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001828,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3943,"(30.4215882992, -97.7237244649)",HIGHCHOL,30.4215882992,-97.7237244649,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001828,Diagnosed diabetes among adults aged >=18 Years,"3,943","(30.4215882992, -97.7237244649)",DIABETES,30.4215882992,-97.7237244649,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001828,Obesity among adults aged >=18 Years,"3,943","(30.4215882992, -97.7237244649)",OBESITY,30.4215882992,-97.7237244649,3286,1706,71,0,0,10,40,10,11,0,356,0,0,40,92,23,169,32,393,0,7,27,33,24,162,140,655,62,0,87,93,38,258,117,231,0,0,10,54,11,112,44,1580,72,0,0,5,60,0,7,0,332,0,10,14,53,25,114,116,240,0,0,49,15,23,79,74,696,0,10,157,143,28,233,125,240,13,0,93,59,8,32,35,1400000,1678,0.5,0.0,0.7,2.0,12.0,16.9,21.7,26.9,13.1,6.4,94815,109044,1400000,4134,2145,1989,3733,180,81,250,10,74,1400000
19,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001713,High blood pressure among adults aged >=18 Years,3986,"(30.2107942383, -97.8052968794)",BPHIGH,48453001713,30.2107942383,-97.8052968794,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001713,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3986,"(30.2107942383, -97.8052968794)",HIGHCHOL,30.2107942383,-97.8052968794,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001713,Diagnosed diabetes among adults aged >=18 Years,"3,986","(30.2107942383, -97.8052968794)",DIABETES,30.2107942383,-97.8052968794,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001713,Obesity among adults aged >=18 Years,"3,986","(30.2107942383, -97.8052968794)",OBESITY,30.2107942383,-97.8052968794,3834,1671,123,0,0,59,56,0,8,0,638,0,45,76,139,0,320,58,288,0,0,36,43,21,150,38,467,38,0,42,166,42,92,87,155,0,27,20,39,9,20,40,2163,113,0,6,31,50,0,26,0,649,32,27,95,146,23,256,70,317,0,0,42,59,32,136,48,737,2,31,243,133,54,188,86,347,24,5,65,131,10,16,96,1400000,2003,4.6,2.1,8.7,7.1,17.4,21.5,14.2,16.5,5.0,2.8,62523,74295,1400000,4448,2000,2448,3805,326,48,160,0,361,1400000
20,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001604,High blood pressure among adults aged >=18 Years,3984,"(30.3028790531, -97.7732678485)",BPHIGH,48453001604,30.3028790531,-97.7732678485,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001604,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3984,"(30.3028790531, -97.7732678485)",HIGHCHOL,30.3028790531,-97.7732678485,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001604,Diagnosed diabetes among adults aged >=18 Years,"3,984","(30.3028790531, -97.7732678485)",DIABETES,30.3028790531,-97.7732678485,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001604,Obesity among adults aged >=18 Years,"3,984","(30.3028790531, -97.7732678485)",OBESITY,30.3028790531,-97.7732678485,3059,1358,26,0,13,1,6,0,6,0,134,0,0,0,5,0,80,49,317,0,0,0,26,0,86,205,555,0,0,0,12,16,204,323,326,0,0,0,14,0,76,236,1701,26,0,5,7,14,0,0,0,337,0,0,0,0,0,235,102,292,0,0,0,12,0,206,74,635,0,20,14,18,6,265,312,411,65,9,2,27,0,198,110,1400000,1712,3.0,1.1,4.3,4.1,5.9,5.3,12.0,13.7,9.9,40.7,151042,217279,1400000,4124,1962,2162,4109,0,38,15,0,0,1400000
21,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000302,High blood pressure among adults aged >=18 Years,4939,"(30.3025595965, -97.7265034048)",BPHIGH,48453000302,30.3025595965,-97.7265034048,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000302,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4939,"(30.3025595965, -97.7265034048)",HIGHCHOL,30.3025595965,-97.7265034048,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000302,Diagnosed diabetes among adults aged >=18 Years,"4,939","(30.3025595965, -97.7265034048)",DIABETES,30.3025595965,-97.7265034048,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000302,Obesity among adults aged >=18 Years,"4,939","(30.3025595965, -97.7265034048)",OBESITY,30.3025595965,-97.7265034048,4507,2293,292,0,0,10,201,0,71,10,839,29,0,59,61,60,289,341,336,0,0,34,68,16,127,91,591,0,0,104,74,0,230,183,235,0,17,57,38,0,37,86,2214,433,0,7,57,245,31,61,32,969,0,0,149,75,0,479,266,376,0,0,54,18,17,196,91,330,0,0,17,23,20,116,154,106,0,0,26,17,0,34,29,1400000,2636,11.6,1.5,6.7,11.1,15.8,18.1,7.0,11.9,5.5,10.8,55120,82417,1400000,4964,2502,2462,4110,233,103,464,17,207,1400000
22,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001505,High blood pressure among adults aged >=18 Years,4061,"(30.3363798606, -97.7304218616)",BPHIGH,48453001505,30.3363798606,-97.73042186159999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001505,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4061,"(30.3363798606, -97.7304218616)",HIGHCHOL,30.3363798606,-97.73042186159999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001505,Diagnosed diabetes among adults aged >=18 Years,"4,061","(30.3363798606, -97.7304218616)",DIABETES,30.3363798606,-97.73042186159999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001505,Obesity among adults aged >=18 Years,"4,061","(30.3363798606, -97.7304218616)",OBESITY,30.3363798606,-97.73042186159999,3670,1876,104,1,25,14,13,0,21,30,475,0,0,3,81,0,290,101,513,0,1,0,135,110,171,96,599,0,2,54,211,17,233,82,185,0,3,98,50,0,34,0,1794,164,0,0,0,145,0,19,0,522,0,0,27,41,115,264,75,264,9,0,0,41,17,128,69,680,19,17,46,88,18,247,245,164,0,33,33,16,35,0,47,1400000,2295,8.8,4.8,8.8,8.5,15.2,12.3,8.1,21.4,4.6,7.5,57865,83013,1400000,4342,2262,2080,4033,66,16,190,11,204,1400000
23,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001774,High blood pressure among adults aged >=18 Years,6422,"(30.1553955337, -97.8471187274)",BPHIGH,48453001774,30.1553955337,-97.8471187274,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001774,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,6422,"(30.1553955337, -97.8471187274)",HIGHCHOL,30.1553955337,-97.8471187274,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001774,Diagnosed diabetes among adults aged >=18 Years,"6,422","(30.1553955337, -97.8471187274)",DIABETES,30.1553955337,-97.8471187274,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001774,Obesity among adults aged >=18 Years,"6,422","(30.1553955337, -97.8471187274)",OBESITY,30.1553955337,-97.8471187274,6028,2984,335,0,13,131,139,12,27,13,456,22,21,28,112,18,193,62,866,0,24,129,133,19,405,156,1002,30,23,95,259,39,382,174,325,0,40,52,49,26,62,96,3044,255,0,107,24,69,0,55,0,462,0,0,0,35,138,214,75,843,0,0,85,54,31,531,142,1179,6,45,130,297,119,454,128,305,26,23,64,64,8,96,24,1400000,2742,1.0,0.3,2.1,3.2,6.2,9.6,18.8,30.2,11.4,17.3,107978,127070,1400000,8225,3992,4233,6751,1073,37,566,0,130,1400000
24,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000802,High blood pressure among adults aged >=18 Years,3067,"(30.273555417, -97.7079841529)",BPHIGH,48453000802,30.273555416999997,-97.70798415290001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000802,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3067,"(30.273555417, -97.7079841529)",HIGHCHOL,30.273555416999997,-97.70798415290001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000802,Diagnosed diabetes among adults aged >=18 Years,"3,067","(30.273555417, -97.7079841529)",DIABETES,30.273555416999997,-97.70798415290001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000802,Obesity among adults aged >=18 Years,"3,067","(30.273555417, -97.7079841529)",OBESITY,30.273555416999997,-97.70798415290001,2561,949,83,0,0,29,35,0,19,0,389,0,0,94,114,32,126,23,134,0,10,20,25,17,36,26,194,8,30,48,21,3,56,28,149,21,62,62,4,0,0,0,1612,224,0,32,68,90,29,5,0,545,52,60,105,69,31,144,84,285,0,32,4,70,24,99,56,434,64,42,63,171,0,57,37,124,28,5,46,21,4,12,8,1400000,1311,17.5,7.8,11.7,7.8,16.0,15.3,6.3,11.4,2.1,4.2,40579,61299,1400000,3377,1432,1945,2055,1344,39,17,0,10,1400000
25,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001823,High blood pressure among adults aged >=18 Years,6478,"(30.3700997876, -97.6868971464)",BPHIGH,48453001823,30.3700997876,-97.6868971464,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001823,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,6478,"(30.3700997876, -97.6868971464)",HIGHCHOL,30.3700997876,-97.6868971464,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001823,Diagnosed diabetes among adults aged >=18 Years,"6,478","(30.3700997876, -97.6868971464)",DIABETES,30.3700997876,-97.6868971464,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001823,Obesity among adults aged >=18 Years,"6,478","(30.3700997876, -97.6868971464)",OBESITY,30.3700997876,-97.6868971464,5145,2781,366,71,57,178,45,0,0,15,1134,211,183,449,145,67,60,19,493,134,168,92,78,0,21,0,744,160,13,359,147,30,7,28,44,0,0,0,0,16,17,11,2364,191,0,24,125,18,0,24,0,751,84,137,188,243,23,47,29,545,125,62,173,141,0,24,20,669,172,79,230,83,27,69,9,208,88,12,61,29,18,0,0,1400000,2266,5.1,5.1,12.1,22.9,22.8,15.7,6.9,8.9,0.5,0.0,37163,46660,1400000,7492,4253,3239,3864,1286,82,179,34,2336,1400000
26,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002312,High blood pressure among adults aged >=18 Years,7157,"(30.2261210929, -97.6946650587)",BPHIGH,48453002312,30.226121092899998,-97.69466505870001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002312,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,7157,"(30.2261210929, -97.6946650587)",HIGHCHOL,30.226121092899998,-97.69466505870001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002312,Diagnosed diabetes among adults aged >=18 Years,"7,157","(30.2261210929, -97.6946650587)",DIABETES,30.226121092899998,-97.69466505870001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002312,Obesity among adults aged >=18 Years,"7,157","(30.2261210929, -97.6946650587)",OBESITY,30.226121092899998,-97.69466505870001,5870,2989,423,36,42,88,189,0,68,0,1013,145,174,381,184,0,113,16,657,132,95,127,144,100,59,0,592,93,170,153,64,18,61,33,304,119,117,58,0,0,0,10,2881,402,0,64,186,134,18,0,0,691,57,115,271,0,90,141,17,626,72,93,116,178,26,32,109,853,224,136,220,107,41,90,35,309,193,50,55,10,0,1,0,1400000,2427,10.6,9.7,17.6,14.8,11.9,16.3,8.0,8.2,0.9,2.3,31875,53804,1400000,8705,4567,4138,6257,758,72,83,25,1571,1400000
